run_tag,created_utc,model,game,social_distance,money,rep,raw_response,share,parse_error,latency_s,share_pct
20260115T093658Z,2026-01-15T09:37:02.845482+00:00,google/gemini-3-flash-preview,ultimatum,2,10,1,I share 5 dollars.,5.0,,0.9757914543151855,0.5
20260115T093658Z,2026-01-15T09:37:04.026175+00:00,google/gemini-3-flash-preview,ultimatum,2,10,2,I share 5 dollars.,5.0,,4.453632831573486,0.5
20260115T093658Z,2026-01-15T09:37:08.681881+00:00,google/gemini-3-flash-preview,ultimatum,2,10,3,I share 5 dollars.,5.0,,2.343729019165039,0.5
20260115T093658Z,2026-01-15T09:37:21.903857+00:00,google/gemini-3-flash-preview,ultimatum,2,3000,1,I share 1500 dollars,1500.0,,2.6540470123291016,0.5
20260115T093658Z,2026-01-15T09:37:24.762895+00:00,google/gemini-3-flash-preview,ultimatum,2,3000,2,I share 1500 dollars,1500.0,,1.127432346343994,0.5
20260115T093658Z,2026-01-15T09:37:26.095213+00:00,google/gemini-3-flash-preview,ultimatum,2,3000,3,I share 1500 dollars,1500.0,,1.3299946784973145,0.5
20260115T093658Z,2026-01-15T09:37:31.828620+00:00,google/gemini-3-flash-preview,ultimatum,2,250000,1,I share 125000 dollars,125000.0,,1.3760263919830322,0.5
20260115T093658Z,2026-01-15T09:37:33.409807+00:00,google/gemini-3-flash-preview,ultimatum,2,250000,2,I share 125000 dollars,125000.0,,1.1549568176269531,0.5
20260115T093658Z,2026-01-15T09:37:34.768674+00:00,google/gemini-3-flash-preview,ultimatum,2,250000,3,I share 125000 dollars,125000.0,,1.155773401260376,0.5
20260115T093658Z,2026-01-15T09:37:40.837139+00:00,google/gemini-3-flash-preview,ultimatum,20,10,1,I share $5 dollars,5.0,,1.2306196689605713,0.5
20260115T093658Z,2026-01-15T09:37:42.269553+00:00,google/gemini-3-flash-preview,ultimatum,20,10,2,I share 5 dollars.,5.0,,1.3351566791534424,0.5
20260115T093658Z,2026-01-15T09:37:43.809073+00:00,google/gemini-3-flash-preview,ultimatum,20,10,3,I share 5 dollars.,5.0,,1.4338667392730713,0.5
20260115T093658Z,2026-01-15T09:37:50.058084+00:00,google/gemini-3-flash-preview,ultimatum,20,3000,1,I share 1500 dollars,1500.0,,1.357163667678833,0.5
20260115T093658Z,2026-01-15T09:37:51.617453+00:00,google/gemini-3-flash-preview,ultimatum,20,3000,2,I share 1500 dollars,1500.0,,1.2050940990447998,0.5
20260115T093658Z,2026-01-15T09:37:53.026983+00:00,google/gemini-3-flash-preview,ultimatum,20,3000,3,I share 1500 dollars,1500.0,,1.2525618076324463,0.5
20260115T093658Z,2026-01-15T09:37:58.657013+00:00,google/gemini-3-flash-preview,ultimatum,20,250000,1,I share 125000 dollars,125000.0,,1.12743878364563,0.5
20260115T093658Z,2026-01-15T09:37:59.989999+00:00,google/gemini-3-flash-preview,ultimatum,20,250000,2,I share 125000 dollars,125000.0,,1.3895316123962402,0.5
20260115T093658Z,2026-01-15T09:38:01.585069+00:00,google/gemini-3-flash-preview,ultimatum,20,250000,3,I share 125000 dollars,125000.0,,1.37205171585083,0.5
20260115T093658Z,2026-01-15T09:38:07.055067+00:00,google/gemini-3-flash-preview,ultimatum,100,10,1,I share 5 dollars,5.0,,1.124725341796875,0.5
20260115T093658Z,2026-01-15T09:38:08.381582+00:00,google/gemini-3-flash-preview,ultimatum,100,10,2,I share 5 dollars,5.0,,1.0464022159576416,0.5
20260115T093658Z,2026-01-15T09:38:09.629764+00:00,google/gemini-3-flash-preview,ultimatum,100,10,3,I share 5 dollars,5.0,,1.3159606456756592,0.5
20260115T093658Z,2026-01-15T09:38:15.605910+00:00,google/gemini-3-flash-preview,ultimatum,100,3000,1,I share 1500 dollars,1500.0,,1.2534770965576172,0.5
20260115T093658Z,2026-01-15T09:38:17.064251+00:00,google/gemini-3-flash-preview,ultimatum,100,3000,2,I share 1500 dollars,1500.0,,1.2544546127319336,0.5
20260115T093658Z,2026-01-15T09:38:18.524195+00:00,google/gemini-3-flash-preview,ultimatum,100,3000,3,I share 1500 dollars,1500.0,,1.2037897109985352,0.5
20260115T093658Z,2026-01-15T09:38:30.278479+00:00,google/gemini-3-flash-preview,ultimatum,100,250000,1,I share 125000 dollars,125000.0,,1.1473474502563477,0.5
20260115T093658Z,2026-01-15T09:38:31.632030+00:00,google/gemini-3-flash-preview,ultimatum,100,250000,2,I share 125000 dollars,125000.0,,1.2271089553833008,0.5
20260115T093658Z,2026-01-15T09:38:33.063522+00:00,google/gemini-3-flash-preview,ultimatum,100,250000,3,I share 125000 dollars,125000.0,,1.1420321464538574,0.5
