run_tag,created_utc,model,game,social_distance,money,rep,raw_response,share,parse_error,latency_s,share_pct
20260115T130317Z,2026-01-15T13:15:03.441208+00:00,x-ai/grok-4.1-fast,dictator,2,10,1,I share 5 dollars,5.0,,4.40367603302002,0.5
20260115T130317Z,2026-01-15T13:15:08.046648+00:00,x-ai/grok-4.1-fast,dictator,2,10,2,I share 5 dollars,5.0,,4.450333118438721,0.5
20260115T130317Z,2026-01-15T13:15:12.701569+00:00,x-ai/grok-4.1-fast,dictator,2,10,3,I share 5 dollars,5.0,,4.769480228424072,0.5
20260115T130317Z,2026-01-15T13:15:39.225114+00:00,x-ai/grok-4.1-fast,dictator,2,3000,1,I share 1500 dollars,1500.0,,4.9631640911102295,0.5
20260115T130317Z,2026-01-15T13:15:44.390302+00:00,x-ai/grok-4.1-fast,dictator,2,3000,2,I share 1500 dollars,1500.0,,5.6394102573394775,0.5
20260115T130317Z,2026-01-15T13:15:50.231673+00:00,x-ai/grok-4.1-fast,dictator,2,3000,3,I share 1500 dollars,1500.0,,4.036149263381958,0.5
20260115T130317Z,2026-01-15T13:16:11.643013+00:00,x-ai/grok-4.1-fast,dictator,2,250000,1,I share 125000 dollars,125000.0,,6.006866455078125,0.5
20260115T130317Z,2026-01-15T13:16:17.854259+00:00,x-ai/grok-4.1-fast,dictator,2,250000,2,I share 125000 dollars,125000.0,,5.111295938491821,0.5
20260115T130317Z,2026-01-15T13:16:23.169243+00:00,x-ai/grok-4.1-fast,dictator,2,250000,3,I share 125000 dollars,125000.0,,6.56535267829895,0.5
20260115T130317Z,2026-01-15T13:16:50.561322+00:00,x-ai/grok-4.1-fast,dictator,20,10,1,I share 4 dollars,4.0,,7.7746734619140625,0.4
20260115T130317Z,2026-01-15T13:16:58.540334+00:00,x-ai/grok-4.1-fast,dictator,20,10,2,I share 5 dollars,5.0,,4.710928440093994,0.5
20260115T130317Z,2026-01-15T13:17:03.455993+00:00,x-ai/grok-4.1-fast,dictator,20,10,3,I share 5 dollars,5.0,,6.042041301727295,0.5
20260115T130317Z,2026-01-15T13:17:27.724850+00:00,x-ai/grok-4.1-fast,dictator,20,3000,1,I share 1000 dollars,1000.0,,15.68439555168152,0.3333333333333333
20260115T130317Z,2026-01-15T13:17:43.614109+00:00,x-ai/grok-4.1-fast,dictator,20,3000,2,I share 1000 dollars,1000.0,,7.663768768310547,0.3333333333333333
20260115T130317Z,2026-01-15T13:17:51.485071+00:00,x-ai/grok-4.1-fast,dictator,20,3000,3,I share 1000 dollars,1000.0,,7.226485013961792,0.3333333333333333
20260115T130317Z,2026-01-15T13:18:23.734033+00:00,x-ai/grok-4.1-fast,dictator,20,250000,1,I share 50000 dollars,50000.0,,9.835375785827637,0.2
20260115T130317Z,2026-01-15T13:18:33.773966+00:00,x-ai/grok-4.1-fast,dictator,20,250000,2,I share 75000 dollars,75000.0,,9.11350703239441,0.3
20260115T130317Z,2026-01-15T13:18:43.092053+00:00,x-ai/grok-4.1-fast,dictator,20,250000,3,I share 50000 dollars,50000.0,,4.8131139278411865,0.2
20260115T130317Z,2026-01-15T13:19:18.824626+00:00,x-ai/grok-4.1-fast,dictator,100,10,1,I share 2 dollars,2.0,,6.559272289276123,0.2
20260115T130317Z,2026-01-15T13:19:25.585617+00:00,x-ai/grok-4.1-fast,dictator,100,10,2,I share 0 dollars,0.0,,6.24979829788208,0.0
20260115T130317Z,2026-01-15T13:19:32.040053+00:00,x-ai/grok-4.1-fast,dictator,100,10,3,I share 0 dollars,0.0,,5.0707948207855225,0.0
20260115T130317Z,2026-01-15T13:19:55.589247+00:00,x-ai/grok-4.1-fast,dictator,100,3000,1,I share 100 dollars,100.0,,9.219078540802002,0.0333333333333333
20260115T130317Z,2026-01-15T13:20:05.012893+00:00,x-ai/grok-4.1-fast,dictator,100,3000,2,I share 0 dollars,0.0,,6.962806940078735,0.0
20260115T130317Z,2026-01-15T13:20:12.177722+00:00,x-ai/grok-4.1-fast,dictator,100,3000,3,I share 200 dollars,200.0,,9.117067575454712,0.0666666666666666
20260115T130317Z,2026-01-15T13:20:46.540582+00:00,x-ai/grok-4.1-fast,dictator,100,250000,1,I share 1000 dollars,1000.0,,8.49949026107788,0.004
20260115T130317Z,2026-01-15T13:20:55.242215+00:00,x-ai/grok-4.1-fast,dictator,100,250000,2,I share 0 dollars,0.0,,8.344436645507812,0.0
20260115T130317Z,2026-01-15T13:21:03.791403+00:00,x-ai/grok-4.1-fast,dictator,100,250000,3,I share 1000 dollars,1000.0,,6.45108437538147,0.004
